comment_text,label
"Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.
Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.
Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.
Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.",1
"you suck 
You suck Jpgordon, even if you admins/checkusers find our IPs and block them for long periods of time, all we have to do is press the reset button on our modems and within 5 minutes we would get a new IP and be able to vandalize again. As a result, I hope you admins realize that blocking is useless. That is indeed what I always do when I get blocked. And to save you the time of yet another checkuser, the IP I am using now is 174.91.92.166 and in case you haven't figured it out, I previously used the IP 174.91.97.28 (see https://en.wikipedia.org/w/index.php?title=Special:Log/block&page;=User%3A174.91.97.28), which was blocked for 3 months yesterday (useless block, it's quite easy to circumvent it).",1
"YOU RACIST! 

I'm gonna get the ACLU on you! I am a Latino, and you are reverting my truthful edits because I AM A LATINO! You sick KKK monstor! You and everyone on Wikipedia is gonna sit on a prison if you keep doing this!",1
"England Society (Keele University) 

Regan, You have no reason to play any part in this article's deletion other than you're a narcissistic twat. Now get out of it.",1
Fight Club! F**k Yeeaaaaahh!!!,1
"Because Wikipedia is a bitch website that makes dumb decisions to let people like me join in their Intelligent Information, in which im going to ruin for you because your a GIANT PRICKKKKK I HATE INFORMATION BECAUSE IT MAKE ME BRAIN HURT !>! RAWR",1
"""

 Hi, Pompous Ass!  ;) 

I know you think you're some kind of poker authority on Wikipedia, and that it's somehow your perogative to give the Imperial final thumbs up or thumbs down on what's acceptable regarding anything to do with poker here, but guess what? That's not the case. You are one of MANY arrogant, conceited, self-absorbed losers that populate Wikipedia who use this site as some sort of self-esteem builder, because here you can act like a """"big man"""", and make unilateral decisions on what's acceptable or unacceptable here.

The edits I have made (and will continue to make) on the Jack Straus entry regarding his death doesn't violate policy in ANY way. If I had the time or the inclination, I could spend several months quoting entries and instances on Wikipedia where editorial verbiage is used. You are simply a pompous ass who thinks you are the gatekeeper of anything poker-related on Wikipedia. You are not, and you will not censor me. And as I'm sure you've already realized, my ISP address constantly changes, so you won’t be able to block me, either.

So piss off. ;)  —Preceding unsigned comment added by 68.239.34.22   """,1
Who is Osama bin Laden? Sunni. Who is Mullah Omer? Sunni. Who are Al-Qaida? Sunnis. Who has the belief that apostasy is punishable by death? Sunnis. Who are you kidding?,1
"""::What point do you think you have? There's whole article dedicated to Hillary smears and character assassination ! Hillary_Rodham_Clinton_controversies  Do you like this one? """"In the 2000 book State of a Union: Inside the Complex Marriage of Bill and Hillary Clinton by former National Enquirer reporter Jerry Oppenheimer, lawyer Paul Fray, who ran Bill Clinton's failed 1974 run for Congress, claimed that after that defeat, Hillary Rodham, then Clinton's girlfriend, raged that he (Fray) was a “Fucking Jew Bastard.” [4] Failed National Enquirer reporters are now RS V sources for the Hillary-haters. -  

""",1
"You are full of (sh)it. 

What is blatent or nasty about autofellatio?  Nothing, it's a natural thing, or at least as natural as taking it up the butt.  Listen Butt Pirate, if you have a problem with a perfectly natural activity.  Maybe you should look into your own nasty and blatent habits, like shit packing, or perhaps rump riding.  Maybe you prefer sucking another person's man banana?  The bottom line is this Buddy, while what I did was definitely vandalism, and hilariously funny, it was neither blatent or nasty.  Much like your own disgusting practices or personal hobbies, it has a listing on Wikipedia, and WP:NOT censored for minors.

Thank you.  Good night.",1
"""
I really don't give a fuck if you think I'm personally attacking you or not (And let me guess... you're gonna tell the big bad wiki gods that I said a mean and naughty curse word to you?).  It was one thing when you got upset that I (as someone who grew up in the actual city of Milwaukee) wouldn't concede to your outsider, suburban view of what was and wasn't Milwaukee, but now that you're stalking me on other parts of wiki, it's gotten downright pathetic.  
And for the record, I'm still not convinced that WLC is actually in Milwaukee, I just refuse to waste any more of my time on the issue.  But I do find it awfully telling that you made those edits (regardling WLC) with absolutely no proof, and now you want to delete my work for not having any """"proof.""""  Get a life you damn hypocrite...  """,1
""" August 2006 (UTC)

Suck on my hairy balls bitch. Nothing is as sweet as cursing off morons like yourself. I would waste 100 more Wiki accounts just to curse your bitchass. Fucking bitch, thinks she punishes me by blocking. Fucking moron, as if this is a fucking prison and you are the warden. """"There I block you for 24 hours, that will teach you a lesson"""". Ahaha, fucker, get a night life. Civility without character is a nicely dressed car without an engine, you self-righteous swine. Anyway, all that just in case you were planning to unblock me. Adios bitch. 15:05, 24""",1
"You expect me to be civil when many people decide to be ignorant,a nd TRP decides to stalk me and troll? Is his ass blocked? NO! -",1
"""

Bullshit. """"His corkscrew senton finisher hasn't been called the Cancun Tornado"""". Why the fuck would you argue if you don't have your facts straight? Watch iDia de los Dangerous!, I guarantee you they name the move at least five times during the event. The fact that Ultimo Dragon uses the name for a different move doesn't matter. For example, in wrestling, for years and years, the name """"Last Call"""" was synonymous with a fallaway slam, but that didn't stop TNA from giving that SAME name to a superkick. Sometimes two different moves have the same name. The guys name is Human Tornado and apparently they thought that the move name Cancun Tornado fit his characters name, even though the move wasn't a corkscrew moonsault. PWG has named the move (multiple times) and therefore it should be in the article.
  """,1
"""Kid (by your rantings and immaturity i assume you are no older than 12), i have not bothered to read your last retort.  You say nothing new when you write and only further demonstrating some people who are obsessive-compulsive really can be """"dumb as a doorknob.""""  i continue to pray for your healing, and forgive you for your bigotry against the CATHOLIC Church.  Shalom, dude.

""",1
"""

 COI and AFD 

I wont bother to join Wikipedia to delete your """"vanity spam cruft"""", Dan.  I am not a banned user (still got the evidence for that, despite the months of unremitting cyberattacks) but on principle, I will not join.  I *will* provide sufficient evident to assure that your the hypocrisy behind your abusive attacks for COI against others whilst applying alternative rules to yourself is known.  If you erase it here, I'll make a new site, and post it to other places where persons can come and view it.  Jig's up Dan.  And  *please* do come on my machine, use whatever tracking tools possible via Apple.com and G...  I need some more forensics.  I think you are on-board with the fact that the attacks are serious matters in continental Europe, and the United States, as well as being copied to the UK authorities.  So please, do come on my computer - or arrange for some hackers to do it (the FBI-SSA CD told me that was how it was done, but he just didn't tell me who and how - I'm sure that this can all be brought out if needed.  Just give us all the material to make that possible).
 Oh, and p.s. Your three spam cruft articles are going to go.  Booksmart was subsumed by Adobe's new products.  You are not notable, Dan.  Wikipedia is not to be used for self-advertising.  Your hypocrisy was never ok.  Neither the bullying. 
 Please come on my computer - I need more forensics.  Or send over some kiddie hackers.  We can catch them, and have them squeal on you.  If they come from some small country somewhere I can have a regional office of my former employer help to procure evidence and testimony.  With great pleasure.  If not the U.S. Government.  At this point, everyone is *embarassed* to pieces by you guys.  And then there's those subpoenas of G.....  208.54.94.28  """,1
they are claiming that Gorbachev apologized that accepted that Soviet crackdown on barbaric Baku was his the only and biggest mistake in his political life? Can you believe?? WHere are they taking this kind of information from? I guess they put their fingers in their rectum and get some information from there. My advice- just ignore that idiot named Grandmaster. Let him bullshit online if Wikipedia allows that. Paranoic people are all over. Azeri claims will never erase witnesses' memories. We are still alive,1
"""

 Are you retarded or what?? 

So what you want?  
You think PSP Wiki is have trusted sources? Its copy of Wikipedia and users are adding information not Sony.  
In PSP Wiki is written: The latest reported firmware version shipping pre-installed on new PSPs is 5.50 (confirmed by a few people who buyed a PSP-3000 Special Edition (Harry Potter Version).   
This have trusted sources???: (confirmed by a few people who buyed a PSP-3000 Special Edition (Harry Potter Version)?? OH YES SONY CONFIRMED THAT!!! OR WHAT?? [and even world bought is written wrong]  
Actually a new PSPs have a version 5.70 or higher. Even in Wikipedia is written: [5.70]This firmware is only available pre-installed on new PSP-N1000 (PSPgo) models and cannot be downloaded. SO ARE YOU BLIND OR WHAT???!!! AND HOW CAN BE THIS POSTED IF IT DOESN'T HAVE SOURCE?  
And 5.70 is also installed on new PSPs 3000. I can confirm that. On PSPs came with limited edition GT bundle. I bought one.(already sold it because its not hackable)  
If you still don't belive me read there:  
http://forums.pspslimhacks.com/user-help/3594-psp-3000-firmware-5-70-a.html  
http://forums.mformature.net/showthread.php?t=6088  
  
This is not fear: few millions people read pages in Wikipedia but actually one user who thinks he is god is editing as his ass wants.  
  
SO IF CITATION """"""""[5.70]This firmware is only available pre-installed on new PSP-N1000 (PSPgo) models and cannot be downloaded.[THIS CAN BE MY SOURCE FOR PSPs GO]"""""""" AND INFORMATION IN LINKS DOESN'T HAVE SOURCE THERE IS ONE POSSIBILITY YOU DON'T KNOW WHAT IS SOURCE AND YOU ARE TOTALLY STUPIDLY RETARDED.  
  
SORRY BUT TRUE.""",1
"""

 Great. More cowards 

One more coward - https://en.wikipedia.org/wiki/User:Ponyo (""""admin"""", """"overseer"""", etc., etc., but still a coward). In fact, 3 or 4 cowards none of whom would provide me with a link to complain about https://en.wikipedia.org/wiki/User:Hullaballoo_Wolfowitz 's unwarranted deletion of good half of the CMNF article. Wikipedia - the home of cowards?""",1
"Page should just be deleted. 

No, seriously.

Obviously some stooge from Teletoon just pasted in the marketing boilerplate on this crapass show made from stolen ideas.

The whole page is non-notable just like the crappy show.",1
"""

All my uploaded pdf-documents have been used in references in a number of articles on Scientology organizations. You guys were quite efficient in deleting half of my uploaded documents. Thank you very much for your """"speedy"""" deleting. Several hours of researching and uploading going down the drain. Couldn't you just fucking wait another 24 hours??   """,1
"of Wikipedia and its rules must be interpreted oppositely to declaration. So far, go fuck yourself",1
"Matt Crypto, Craigy144, and Stormie are jealous losers and liars",1
"It appears you are mistaken Fred. The edits deleted the information entirely, and as other articles here on Wikipedia that are not edited contained the information. It appears that you all are opposed to the truth, which is against the principles of Wikipedia. The Nazis would be proud.",1
"""DUDE, i am 53, and possess degrees in philosophy, science and theologyfrom Notre Dame, not from a vo-tech where you likely went after finally getting your GED.

You offer rejoinders to my points without ever having addressed them.  Clearly you are unfamiliar with Pope John XXIII, the pontiff who facilitated Vatican II in the early 1960's, and who intentionally refused to refer to the Catholic Church as the """"Roman"""" Catholic Church.  It is equally patently obvious you know nothing about Father McBrien or Charles Whitehead.  Are you incapable of reading above a fifth-grade level, or do you just lack the capacity for intelligent thought?  What's most remarkable is that rather than take solace in your own self-assured beliefs, you repeatedly return to this forum in a juvenile effort to have the last word.  i have one last word for you:  chill.  Again, grow up and grow deep.  We in the Catholic Church forgive you for your obstinance and your ignorance.

""",1
"""
 Attempts to circumvent AfD 

The AfD for Wikifiddler will determine whether the contents will stay under that title, whether they will be merged to a different article, or whether they will be deleted without merge.  Your repeated copying of the entire article to Andrew Orlowski before the conclusion of that AfD is an attempt to circumvent the process, and the fact that you are doing so in bad faith, aware that what you do is wrong, is shown by your falsely flagging it each time as a """"minor edit"""" (disputed edits are never minor edits, refusing to use an edit summary, and your failure to note on either talk page that you are copying the entire contents of one article verbatim into the other.  Your chutzpah in describing it as """"vandalism"""" when these bad-faith edits of yours are reverted is stupidity.  Are you really so very in love with Orlowski that when he rants about Wikipedians who act badly you have to leap to fulfill his prophecy by exhibiting the worst behavior you can calculate?   
I'd have to say the same to you. You have been stupid enough to blank out and revert the article, even though I have extensively added to the material. Since Orlowski clearly is watching Wikipedia closely (see the material you blanked out, you moron) I hope he's watching this discussion and finding it as amusing as I do. Your repeated attempts to censor this material are laughable.  """,1
"""

 Worst Season ever 
Anyone who likes Seasons 4 and onward have obviously NOT seen any of the old episodes from 1999-2004 and therefore is a total dickbag. I can never tell you how much I HATE the new SpongeBob!!! Nick had stopped caring about good animation and started caring only about the cash the SECOND they started this show. The old ones are great, while the new ones, I'd give an F plus 500 million minuses! I'd be so damn shocked if anybody even likes these new episodes, because anyone who does is downright retarded. It's like all Nick's staff wants to do now is win themselves a bunch of hot girls!

When the stooges at Nick began this show, it was nothing but great humor for 5 years. Now, SpongeBob's crew had lost ANY sight of what """"good quality"""" is all about! The writing is totally fucked up! I mean, Seriously, """"For Here or To Go""""? Who the fucking hell would watch an episode about taking orders at a fast food restaurant deciding whether or not to eat it at the restauraunt or home? I know there are now just copying off ideas of old episodes. Ex: Petsitter Pat. Patrick says the bath is gonna come to Gary. That's EXACTLY what SpongeBob said to Gary in """"Gary Takes a Bath"""", but that version is WAAAAAAY better than this new junk that anybody likes is mentally challenged and obviously hasn't watched the first three seasons! Even true SpongeBob fans should only like Season 1-3, because no episodes past that were even remotely decent. And I know for a fact it will never be as good as it used to be. I'm 100% certain that is true. ANYBODY who likes anything of the Post Movie era is just either brain-dead or childish. Stephen Hillenburg really knew quality, but now we just have a bunch of screwed-up polesmokers who only want the money. And NOTHING else! They're just like fucking Mr. Krabs clones! Paul Tibbit must be drunk or something, and Tom Kenny must have swallowed a slide whistle, because now SpongeBob is ABSOLUTELY NOTHING EXCEPT FOR UTTER GARBAGE THAT IS ALL BUT INTOLERABLE!!! Like I said, I cannot believe there are people that actually LIKE these new episodes! Everybody that likes Seasons 4-8 smoke too much crack! Anybody who's into the new SpongeBob doesn't know shit about quality if it hit him square in the ballsack! All I can say is, I am SO RELIEVED this show is ending in 2014. Only 2 more years of this trash that I will have to sit through! If they make a SpongeBob Channel, they should only do reruns of the first three seasons, because absolutely nothing afterwards was good. So there goes 7 years of my life I know I will never get back. I am not going to wait too much longer for them to cancel this unfunny garbage, because it needs to happen soon.71.74.87.105  

 Who the hell is editing this article? 

I'm pretty sure someone is abusing this article, but it doesn't matter, because it sucked before it.  — Preceding unsigned comment added by 72.93.14.231   """,1
"The CCP is still communist. Authoritarianism is still the rule of the day, until that changes, Chinese people will continue to live in mental and physical slavery, and will be incapable of soliciting respect from any other nationality- save the Iraqis, the only thing stopping them from killing each other being Saddam! Pathetic people, absolutely pathetic!",1
"Any retard understands the concept of recoil.  I only need to cite information that is likely to be disputed.  I don't need to cite each and every fucking word.  And no matter how much you're protesting, you've nit-picked everything I've done on Glock since you got your panties in an uproar over something.  Not sure what your problem is with me, but it's really fucking stupid.",1
"Making Everbody's Life a Misery 

I see that I am not the first person that you have deliberately targetted in a smear campaign.  You are a vandal and a disgrace to the good name of Wikpedia.

Shame on you.",1
"So  you think you know better than the admin! Are you excusing all of the above? Are you ignoring all of his breaks on the mediation - do you not remember your reaction when I changed BOMBER to Volunteer, you seem very quite of this, do you not think that is total hypocritical?",1
"""

 Are you kidding me? What does this guy have to do to have somebody shoot across his bow, once?  Murder somebody? GabeMC is out of control!! This editor has insulted many editors repeatedly. He mispells user names repeatedly, to intimidate, accuses all opposers, of his idea, as socks, calls them trolls, charges them with harrassment and is generally abusive. He incites other users to drum up charges against """"his enemies"""" of this issue. He has been warned before for changing """"The"""" to """"the"""" in musical articles while his own launched medcom mediation is in progress, ebfore, and yet when his misbehaviour is pointed out in ANI he creates such a ruckess with sidetrack issues he gets away with more disruption and a blessing. He has had editors topic banned, adminstrators banned for a six month period and investigations into every editor that has ever disagreed with on this topic. He has disrupted many Beatles talk pages with his """"Straw Polls"""" simultaneously for the same the/The issue when he doesn't get the right support. He is currently edit warring with the exact same edit, as well as a few others in the Pink Floyd article after you appear to have gave him a bigger feather in his cap for exhibiting [WP:Battleground]] behaviour for my complaint of WP:3RR.  WTF? Has we developed a Prima Donna that is untouchable, no matter what behaviour he demonstrates? A further opposing editor of his just committed WP suicide with an indef block that he requested due to the same WP:admin garbage processes.   

In short! Your Prima Donna editor   

You can edit WikPedia!

But only if you can suck good cock!

Now make this disappear, again, to hide your embarrasment. I would be ashamed of it if I were you! Now shut your piehole sockpuppet! 99.251.125.65  

Ohhh Reindeer! Here comes the talk page abuse charge! OMG! We're all gonna' die!! 

I'm melting!  I'm melting!
99.251.125.65  """,1
"Canada will win! 

I'M BLOWING UP THE ENTIRE FUCKING WORLD EXCEPT FOR CANADA! HA! HA! HA! NOT EVEN THE UN WILL SURVIVE! CANADA KICKS ASS!",1
"Genre is Heavy Metal, not Hard rock. 

Avenged Sevenfold is a heavy metal band so stop fucking change its genre. If you're so stuck up by older generation of heavy metal bands and can't accept newer and younger heavy metal bands then fuck off. God damn old faggots keep changing the genre to hard rock over and over again, it's so fucking annoying.",1
"CLIMATE? PLEASE! 

What IDIOT suggested Russell, Kansas has a humid subtropical climate? There is no way in hell Russell, Kansas could be classified as humid subtropical. It is either humid continental or semi-arid steppe, and I would lean toward the latter, since this part of Kansas is not nearly as humid and does not receive near the rainfall as the eastern half of the state. If Kansas Citywhich is at the same latitude as Russellis classified as humid continental, there is no earthly reason why Russell, which is nearly five derees farther WEST in longitude can be humid subtropical.",1
"February 2009 (UTC)
Let's not forget rapist, murderer, warmonger, pedophile, slave trader (amongst other things)83.84.46.69  21:55, 22",1
", 12 August 2012 (UTC)

Nickelodeon Workers, you are conniving, GREEDY-ASS shitcans that don't give a damned fuck about ANYTHING MORE THAN MONEY, FAME, AND FORTUNE. WHAT IN THE WORLD ARE YOU DICKBEATERS TRYING TO DO?!?!?!?! WIN YOURSELVES A BUNCH OF HOT GIRLS!!!!! GET SOME DAMNED LIVES YOU FUCKING TURDS!!!!!!!!!!! 71.64.6.46  01:27",1
"""

 Google Name Origin     
    
""""Goo - ogle"""". Stare at the unusable """"pile of shit"""". That's what global information is without searching tool. It's a word play on number """"googol"""" and """"ogle the goo"""" - see through the humungous amounts of data. That's what I think it is. I am quite surprised that the Wikipedia article is not including this hypothesis, when founders are silent about it.

Note: """"ianmcm"""" and """"bongwarrior"""" (read this """"dopehead""""/druguser's profile) are censoring this discussion. I will have them evicted from Wikipedia community. Please everybody: go after them!      """,1
"YOU ARE SUCH AN IDIOT. If it had not been for fucks like you, I would still be contributing positively. So sure look at the minor little thing, but overlook the few few-thousand odd word pages I have created. Fucking pin. If only we met, your nose would become flush with your face. And you are also idiotic to see that although the publishing firm doesn't exist so-to-speak, doesn't mean that the books don't. For instance, Wikipedia now has an article on Admiralty House that is completely composed by me based on publications by me.",1
"""

 Gregalton: Douchemaster Supreme 

I'm not an editor, so I really don't have a problem calling you a douchebag. The fact that the article considers anyone who criticizes the practice of FRB as non-mainstream raised the flag in my mind, that is, made me check the discussion page. You've done more to bias the article than these supposed """"conspiracy"""" people probably did. At any rate, fuck Wikipedia, and fuck Gregalton; I wait for the day when Knol (google's wikipedia, written by experts: reality, not wikiality) has a good article under the same title (and it's written by one of these """"non-mainstream"""" economists the article talks about).

You're a douchebag, gregalton.  A big fat fractional reserve banking loving douchebag.""",1
"This all goes to prove how EASILY manipulated LIBERAL RACE-BAITERS are. Especially when aided and abetted by their COMRADES in the mainstream LIBERAL media.

Think back now. Fox was CHIDED for not having enough stories. Liberals LOVE to count, don't they? Except what they claim never ADDS up.

FoxNews, who were still on the wrong side of this, have been vindicated ONCE AGAIN for not jumping on the Justice for Thug Trayvon Bandwagon.

But the liberals will just move on and pretend that this didn't happen. Or claim that Zimmerman's injuries were SELF-inflicted.

You think I'm kidding? Read the comment sections. These liberal race baiters are the most DELUSIONAL idiots ever.

When you look at the BLOOD pouring out from Geo Zimmernan's head on that one photo, the first thought you should have is 'Wow! Whoever did this should be SHOT!'

Good thing he was...",1
"Adam4267 again 

No Drmias I'm not dumb. I'm just not a pussy and I won't be bullied by anyone. Cheers for the spelling tips, I'll keep those in mind for next time I'm updating my Facebook page. And I will stay away from your page - after this. I wouldn't want to embarass you in front of all your pals now would I?",1
"I suggest you block your own vulgarity and obscenities as well as the spelling errors in Majullah Singapura and Gross Domestic Product not Products. Please, give me a break, I have better things to do in my life than editing lousy English.",1
"HELLO Liberal MAGGOT Part TWO
Censorship will not make me go away... thanks to you, Rob, I am now using my influence, to undermine the crediablity of Wikipedidiots, like you, and Wikipedia.  To bad you don't want to acknowledge the fact that you and your kind are ignorant, knuckle dragging,CyberThugs. Your shadow Joe.",1
"It's not a fu©king joke, you motherfu©king idiot, and worthless stupid cunt! Go die in hell for being such a bastard! It's true go to St. Peters Recplex yourself you bossy 1 year old! I hate stupid retards.",1
"""

======================================================================================================
Okay with regards to that last little comment: How about you try choking on my balls you over 
excitable ancient. Forgive my antagonism but I give only as much as I receive, and I have most 
certainly received a substantial quantity from you. You may try to come across as a cool headed and fair moderator. In reality I would liken you more to a tyrant; nay to an immature little boy, despite your years (oh and so many of them there are). Without hardly a glance you toss aside any changes you can't verify with the limitless tome you assume your mind to be. And what of those whose revisions you've mindlessly reverted, you dispatch to them on mass pseudo-endearments and generic warnings such as the one seen above. I will admit to you that I have committed much wiki-vandalism in the past such as my early editing of Neil Peart but how is it that you cannot overlook the past and accept the legitimate revisions and improvements I and others have been making. I stand by my edit regarding Charles Nohh though I have given up trying to penetrate you tightly closed mind (which I will add in my rage is quite the adverse of what I would say about your wife). Furthermore having calmed myself I should mention a little about who I am. If you can recall (Of this there is little hope) you once likened my writing to that found in """"chat-rooms"""" and believe me when I say I did not LOL over that comment. I was at the time of our encounter studying a BA with a major in Creative English Writing. You should note before you jump to the conclusion that I dropped out as I suspect you would in your typical """"angry"""" way: not only have I graduated, I continued my study for a further year and obtained honors. I was working at the time as a contributor to a Wellington Based Music Interest Magazine, and had convinced the Fuehrer (my editor) to publish an article I wrote on Rush. It was while I was researching for this article that I came across the information which I added to the Neil Peart article. So thanks to you my small contribution was only read by the handful of New Zealanders who read my work, when it could have informed in whatever small way the countless many who may have stumbled upon it on the internet. So Thank YOU Anger22. It is your obsession with reversion resulting I must assume in a complete disregard of duty to family or perhaps a complete disconnection from the living world, I say again it is this obsession which keeps this website from being everything it should be. Thank for your tireless efforts. Thank for your senseless, heartless, worthless, and above all tireless efforts. I really do hate you.""",1
"editing my talk page 

Listen!, GSK I am sick of finding you're frickin, lame advice on my talk page. KEEP YOUR NOSE IN YOUR OWN BUSINESS! From now no more speedy deletion, warnings, or blockage of editing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NOW SHUT UP, YOU MORON!!!",1
"You must be stuck on stupid Dmries. I'm not arguing about why I was blocked. I'm saying that ABC News has an opinion that the ad was an attack ad. It's not a reliable source because it is biased, and the no original research policy is a dumb policy. Why would you not want to see the actual ad for yourself? Oh, I know. We're all too stupid to figure out what the actual ad means. We need ABC to break it down for us. Save it. You have an agenda and you won't let anyone interfere with it. I feel sorry for any student who would get stuck in one of your classes. They probably end up dumber for the experience!",1
"ME! 

House of Scandal
tries not give a rat's ass
and makes an effort not to be a dick

this is a quote from your page.

well u should take ur own advice. why am i a cretin? 

ur just a fuckin scumbag who likes annoying people, get a life!",1
"RECTIFIED? 

>>The subsequent insurgency exposed the tanks' vulnerability to rocket-propelled grenades and mines. These problems were partially rectified with the TUSK modification. The Marine Corps sent a company of M1A1 Abrams to Afghanistan in late 2010.<<

Seriously who writes this shit?",1
"When you're an admin, you should try to learn the policy of Wikipedia. Too hard for you! LOLOLOLOL. So I'm a good editor contributing to Wikipedia and you, Swarm, are a total idiot who can't learn the simple policies of WP. LOLOLOLOLOL. Yes, you're a laughable fool!",1
"ElinorD, KP Botany and TeaDrinker are fucken piece of shits. Fuck off your ass!!!",1
"September 2014 (UTC)
Yes, your opinion.  Quit acting like an aspie retard.   00:13, 14",1
"Yes, don't want fucking I.P. editors messing it up.",1
", GAY! Ha 

I thought the same thing, He might be. this made my day, hahaha! 
   Tlk | E-M  05:22:20, 2005-09-11 (UTC) (this user is Homophobic)",1
"""

I really don't know, because the GNU license says that anything we put on our user pages or articles can be copied; but it still pisses me off to know that he took everything on our user pages; our personal information, our userboxes, and even current events that happened to us. It's sick and it must stop.  (Talk)  """,1
"I assume that you have never met foreigners. What are you doing here? Your contributions are of no importance. Mine are. Shout your mouth 4ever. Don't forget that the English that is spoken in your place, is not all the English. Don't pretend that you do not understand me. I edited an article that I didn't create, it was obvious that I was ready to change my mind and discuss all the matter in the talk page, as I did before meeting you, butyou came here and revert a whole article without any discussion. You insulted me so many times, that anyone else would have been benned since a long time, but you haven't been banned yet, and some WPs are wondering why. If you are trying to make me say some swearing words, please forget it. I'll never insult you personally as you did. You must be banned not me. We are here to discuss and learn.",1
"""

 Gregalton: Douchebag in an ocean of douche juice. 

I'm not an editor, so I really don't have a problem calling you a douchebag. The fact that the article considers anyone who criticizes the practice of FRB as non-mainstream raised the flag in my mind, that is, made me check the discussion page. You've done more to bias the article than these supposed """"conspiracy"""" people probably did. At any rate, fuck Wikipedia, and fuck Gregalton; I wait for the day when Knol (google's wikipedia, written by experts: reality, not wikiality) has a good article under the same title (and it's written by one of these """"non-mainstream"""" economists the article talks about).

You're a douchebag, gregalton. A big fat fractional reserve banking loving douchebag.""",1
I will be in contact with IRS and fUCK WIKI over ... FUCK YOU,1
"Revert again or fail to answer this relevant question and I'll file a formal harassment complaint with the WMF. 
 You're a fucking employee of the foundation. How could you really type that in a public IRC channel??",1
"Can I Eye
FUCK YOU YOU NEGRO SEE GROW  05:45, 14 Mar 2005 (UTC)",1
"""

 You are a SLAVE! 

Don't you realize that you are a slave? You spend days, weeks, months writing little articles for nothing. A gold star?! Big deal. Your frinds Ruhrfisch, Coeil, and others encourage you because you'll spend your weeks writing for WP  for nothing! I suspect you've had some tragedy in your life like a divorce or job loss and are looking to """"validate"""" your worthiness by hanging out here and going for gold stars. How many do you need? Isn't this showing off? Isn't this looking for some kind of approval? """"Look everybody! I'm important! I got a gold star!"""" Do you need to send every article through DYK, GA, Peer Review, and FA? Why? Send them straight to FA and have done with it. Don't you realize you're taking up every one's time with all of these unnecessary submissions? You're being exploited. Get a life.   """,1
"""

careless, lazy and stupid are such bad combinations in a would-be lawyer. WTF does """"likely"""" mean? Maybe in Russia that's proof, but not in America, fuckwad.""",1
"This individual is either mentally ill, or is a criminal.  This behavior should be reported to the ISP and the government for appropriate action.",1
"So, personal attacks against conservatives on talk pages is okay?  Because there are plenty on the page in question.

Hi i noticed you have a liberal bias, thats ok, but dont be a shameless shill and enforce double standards. Why not join Media Matters, where you will feel more at home?",1
No!! Lets call you immigrants .. MERRY CANS... you are not even North American never mind AMERICAN.,1
"""

UKDoctor Replies David Ruben  """"Shut Up , you totally biased disgrace !!!""""

The 'Abolish the GMC' Campaign is currently listed in the top 5 results of almost all of the relevant search terms relating to their noble cause. 'Abolish the GMC' even trumped WIKIPEDIA in almost all of them. 

So please shut up, David Ruben......................Go pleasure yourself or something !!!"""" 

Thanks. Signed by UKDoctor""",1
